X_test,y_pre_0,y_pre_1,y_pre_2,y_pre_3,y_pre_4,y_pre_5,y_pre_6,y_pre_7,y_pre_8,y_pre_9,y_pre_10,y_pre_11,y_pre_12,y_pre_13,y_pre_14,y_pre_15,y_pre_16,y_pre_17,y_pre_18,y_pre_19,y_pre_20,y_pre_21,y_pre_22,y_pre_23,y_pre_24,y_pre_25,y_pre_26,y_pre_27,y_pre_28,y_pre_29,y_pre_30,y_pre_31,y_pre_32,y_pre_33,y_pre_34,y_pre_35,y_pre_36,y_pre_37,y_pre_38,y_pre_39,y_pre_40,y_pre_41,y_pre_42,y_pre_43,y_pre_44,y_pre_45,y_pre_46,y_pre_47,y_pre_48,y_pre_49,y_pre_50,y_pre_51,y_pre_52,y_pre_53,y_pre_54,y_pre_55,y_pre_56,y_pre_57,y_pre_58,y_pre_59,y_pre_60,y_pre_61,y_pre_62,y_pre_63,y_pre_64,y_pre_65,y_pre_66,y_pre_67,y_pre_68,y_pre_69,y_pre_70,y_pre_71,y_pre_72,y_pre_73,y_pre_74,y_pre_75,y_pre_76,y_pre_77,y_pre_78,y_pre_79,y_pre_80,y_pre_81,y_pre_82,y_pre_83,y_pre_84,y_pre_85,y_pre_86,y_pre_87,y_pre_88,y_pre_89,y_pre_90,y_pre_91,y_pre_92,y_pre_93,y_pre_94,y_pre_95,y_pre_96,y_pre_97,y_pre_98,y_pre_99
0.76000005,-0.21996969,0.54090977,0.33364457,-0.7524263,-0.026387021,0.0838285,-0.30916533,-0.45123568,-0.38293278,0.088860154,0.338948,0.75512093,0.52477235,0.4791223,0.30430382,0.20489874,0.039869167,0.56225574,0.50207037,-0.12606436,0.49898973,-0.41803223,-0.38261205,0.24098068,-0.5270541,0.3099159,-0.50059676,-0.045124307,0.39307785,0.20675464,-0.08595399,0.056588054,-0.6638174,0.17117408,-0.03247758,0.39728576,0.86571884,0.1996198,0.52510285,0.039247014,-0.9612342,-0.0018749237,-0.27997962,-0.11845623,0.44715044,0.28314117,0.5096639,0.3645075,0.21912648,-0.11460439,-0.105828345,-0.14217329,0.45445693,0.54824257,0.12846585,0.53493035,0.2609746,0.1395787,-0.02061399,-0.72686297,0.41803706,0.77606726,0.423545,0.5849806,0.33249545,-0.100690626,-0.2193964,0.68378687,-0.24796404,-0.29548356,0.0039537847,-0.2501372,0.308619,-0.1931133,0.070695825,-0.10799274,-0.4735073,-0.15164615,0.73449755,-0.5570103,-0.49234805,-0.23865071,0.339301,-0.03218779,0.19085196,0.14555174,-0.8285798,-0.64268535,0.75903034,0.055931732,-0.5219599,-0.22036284,-0.19880807,-0.09809125,-0.3870023,-0.372711,-0.3036173,-0.19286816,-0.06141728,0.9069878
0.77000004,-0.22090818,0.5394279,0.3345129,-0.753391,-0.026332326,0.084690265,-0.30865765,-0.45512313,-0.38118365,0.09078774,0.3390959,0.7582199,0.52669364,0.4821057,0.30549368,0.20189443,0.042674057,0.56568164,0.5044592,-0.12394799,0.50360394,-0.42235827,-0.3836457,0.2432403,-0.52947,0.3083795,-0.5032426,-0.045119688,0.39021507,0.20781167,-0.08933431,0.056584343,-0.6636249,0.17427741,-0.03141755,0.3948463,0.86740196,0.2001978,0.5238676,0.03935819,-0.9610489,-0.006847337,-0.28222635,-0.120165914,0.44629318,0.2844919,0.51013887,0.36673796,0.21830997,-0.115919225,-0.10353464,-0.1414246,0.45468515,0.55055666,0.12719068,0.5413555,0.26285076,0.14239301,-0.021975607,-0.7255797,0.41571724,0.779866,0.42503595,0.5876856,0.33168107,-0.099518515,-0.220038,0.6868615,-0.2461251,-0.29538277,0.0036701187,-0.25119925,0.3103776,-0.1948854,0.06746481,-0.10745472,-0.47359142,-0.15057456,0.7384031,-0.56155014,-0.49281314,-0.24269393,0.3403827,-0.032743093,0.19042349,0.14574957,-0.82985127,-0.6433509,0.7542192,0.053832367,-0.52158785,-0.2195875,-0.19825746,-0.0996106,-0.38775134,-0.37360114,-0.30261052,-0.19215715,-0.06175071,0.9079138
0.78000003,-0.22184673,0.53781617,0.33538103,-0.7542344,-0.026329339,0.08595605,-0.3078351,-0.45892838,-0.37964034,0.09251374,0.33924064,0.76146,0.528823,0.48508903,0.30668363,0.19873172,0.045924097,0.5691078,0.50655013,-0.12183169,0.5082289,-0.42689785,-0.38467917,0.24518329,-0.53188586,0.3072674,-0.5062223,-0.045072407,0.38758296,0.20859139,-0.09283574,0.056586772,-0.6632936,0.17808019,-0.030357748,0.39245936,0.8690851,0.20070317,0.52259135,0.039503977,-0.9610239,-0.011463657,-0.28447708,-0.121875584,0.44546655,0.28584263,0.510614,0.36839634,0.21749368,-0.11695768,-0.101240784,-0.14069976,0.45497292,0.55289185,0.12627289,0.54775155,0.2647268,0.14547238,-0.023337245,-0.7250152,0.41333938,0.7837235,0.42665845,0.59026515,0.33069718,-0.098581865,-0.22052228,0.6899362,-0.24403235,-0.2950261,0.003388293,-0.2522613,0.3121488,-0.1965437,0.0648297,-0.10671383,-0.4736756,-0.14950244,0.7422724,-0.56589186,-0.49279982,-0.24627823,0.34147492,-0.033322036,0.19034332,0.14595234,-0.8307229,-0.64389455,0.7496456,0.051733218,-0.5212158,-0.21881208,-0.19770686,-0.10133035,-0.3887254,-0.37423435,-0.3017526,-0.19144598,-0.062011495,0.9088397
0.79,-0.22264533,0.5362047,0.33624935,-0.75538707,-0.02640728,0.087265246,-0.30695313,-0.46258774,-0.37900695,0.094602555,0.33925292,0.7647079,0.53069246,0.4880726,0.3078735,0.19556877,0.049293704,0.57253385,0.50815165,-0.1196457,0.5133717,-0.43172917,-0.38559076,0.24681562,-0.5343019,0.30604324,-0.5090687,-0.044846803,0.3848083,0.2093693,-0.09611336,0.05677393,-0.66296244,0.1823117,-0.029784039,0.3900273,0.8696656,0.20120846,0.52120614,0.039649986,-0.96162236,-0.015600964,-0.2854279,-0.1235854,0.44468015,0.28707066,0.5114786,0.37000224,0.21683607,-0.117869854,-0.09894708,-0.14003871,0.45542222,0.5552268,0.12535392,0.5541246,0.26660302,0.14862886,-0.024698757,-0.72445065,0.41052377,0.7875811,0.42856544,0.592723,0.3298562,-0.0980154,-0.22099495,0.6930106,-0.24189043,-0.29442164,0.0028442815,-0.2533635,0.3138993,-0.19814067,0.0622828,-0.1053606,-0.47402012,-0.1484192,0.7462506,-0.56984067,-0.49262613,-0.24967638,0.342558,-0.033938594,0.19035316,0.14621349,-0.8312582,-0.64416176,0.7452339,0.049662203,-0.52084386,-0.21803677,-0.1970804,-0.1030917,-0.3900509,-0.37478626,-0.30092758,-0.19083154,-0.062272385,0.90971804
0.8,-0.22290915,0.53478813,0.33686125,-0.7573426,-0.026507363,0.08884087,-0.30624127,-0.46587524,-0.37856662,0.09672916,0.3390568,0.7680249,0.532774,0.4912031,0.30906323,0.1931983,0.052663386,0.5759599,0.5097531,-0.1174367,0.5189645,-0.43651336,-0.38648582,0.2484478,-0.53671765,0.30481887,-0.5117122,-0.044615604,0.38203362,0.21014716,-0.098872304,0.056961104,-0.66249275,0.18664359,-0.029323831,0.3875705,0.8701124,0.20171353,0.5198239,0.039795987,-0.9623309,-0.019765899,-0.2863027,-0.12529519,0.44387305,0.28810075,0.5123879,0.37160844,0.21608496,-0.118708536,-0.09665343,-0.13917097,0.45578486,0.55756176,0.12443499,0.5602765,0.2684672,0.1517348,-0.026060298,-0.7244106,0.40783468,0.79143846,0.4303868,0.5953662,0.32932955,-0.09744914,-0.22135884,0.6953958,-0.23974836,-0.2937574,0.0021984205,-0.25460178,0.31519234,-0.19922298,0.05973556,-0.10335392,-0.47439113,-0.14733492,0.7508061,-0.573745,-0.49181587,-0.25307444,0.3435117,-0.03455484,0.19018832,0.14647439,-0.8315556,-0.6439613,0.7407484,0.047999777,-0.5204718,-0.21727344,-0.19600335,-0.1048532,-0.39152536,-0.37524894,-0.30004588,-0.19027145,-0.062533215,0.91063094
0.81,-0.22322632,0.53368247,0.3373859,-0.7596057,-0.026609287,0.090416625,-0.30526906,-0.46882704,-0.37832472,0.09886803,0.33884186,0.77136624,0.53534263,0.4943339,0.31025317,0.19096377,0.056033067,0.5793546,0.51135474,-0.11540664,0.5246196,-0.44129908,-0.3873792,0.24992406,-0.53917086,0.30359465,-0.5144471,-0.044413052,0.3795643,0.21092506,-0.10158121,0.057226837,-0.66169965,0.19106442,-0.028863482,0.38511327,0.8707826,0.20237929,0.51843166,0.03994195,-0.9632084,-0.023930728,-0.28717744,-0.12661058,0.44306427,0.28913072,0.5131038,0.37321454,0.21527831,-0.11956745,-0.094501555,-0.13830535,0.4560684,0.55989707,0.123708546,0.5663272,0.27028096,0.15484071,-0.027558446,-0.72478,0.4041359,0.7953484,0.43208006,0.5983457,0.32880473,-0.09688285,-0.222496,0.6981634,-0.23760626,-0.2930524,0.0013413951,-0.25584018,0.3162734,-0.20027998,0.057169303,-0.10129362,-0.4747459,-0.14630729,0.7556429,-0.5774054,-0.49081793,-0.25630388,0.34445158,-0.03519539,0.18992707,0.14673564,-0.83160305,-0.64377415,0.7363707,0.046346538,-0.5200418,-0.21655402,-0.19502668,-0.10661461,-0.3929507,-0.3756293,-0.2994916,-0.18969215,-0.06291154,0.9115752
0.82,-0.22370455,0.53257686,0.33763486,-0.76186913,-0.027732357,0.09203431,-0.30458814,-0.47152394,-0.37808317,0.10095775,0.33862707,0.7747075,0.5379113,0.49746487,0.31150457,0.18872881,0.05932775,0.58272505,0.512956,-0.11352786,0.5302746,-0.44608468,-0.38827124,0.25127423,-0.5420867,0.3023705,-0.51738065,-0.04422845,0.37749368,0.21176791,-0.10429341,0.057785183,-0.6608851,0.19550931,-0.02845613,0.38265613,0.87150455,0.20310014,0.51734084,0.040087804,-0.9641287,-0.028095663,-0.28805226,-0.12784028,0.4422329,0.29017654,0.5142014,0.375068,0.21448712,-0.120426506,-0.09248391,-0.13743955,0.456352,0.56234694,0.12303756,0.57210946,0.2720921,0.15794669,-0.0288098,-0.72504205,0.40012068,0.79914045,0.4334639,0.60134614,0.32827958,-0.09631646,-0.22364321,0.70093113,-0.23546429,-0.29234746,0.00038325042,-0.25634563,0.3172922,-0.20133698,0.05481641,-0.09931734,-0.4750964,-0.14534968,0.76065826,-0.58112997,-0.48998088,-0.25952974,0.34575564,-0.03563926,0.18966618,0.14700344,-0.8320062,-0.643721,0.73256874,0.0447011,-0.51924264,-0.21583474,-0.19403875,-0.1080524,-0.39447045,-0.3760097,-0.29897436,-0.18895717,-0.06343725,0.9120983
0.83,-0.22402011,0.53147113,0.33801997,-0.76413226,-0.029236823,0.09369165,-0.3039246,-0.47433898,-0.37784153,0.10300797,0.3380942,0.77805114,0.54045403,0.50059557,0.3128667,0.18649414,0.062650576,0.5860897,0.51455766,-0.111446515,0.53588593,-0.45092955,-0.3891535,0.2528351,-0.5450114,0.3011462,-0.5205125,-0.044410214,0.37542313,0.21293572,-0.10715855,0.0583435,-0.6603055,0.1999237,-0.02885747,0.3801991,0.87222636,0.20379272,0.51751566,0.040246516,-0.9650655,-0.031920567,-0.28896478,-0.12904,0.44140124,0.29126003,0.5157512,0.37692112,0.2136573,-0.12128553,-0.091006786,-0.13586457,0.45663542,0.56547785,0.12222654,0.5776961,0.27370152,0.16105261,-0.030029945,-0.7252248,0.39610526,0.8026438,0.43418422,0.60453224,0.32745737,-0.0959366,-0.22481044,0.7036986,-0.23330483,-0.29167816,4.6029687e-05,-0.25676128,0.3174583,-0.20253354,0.052787505,-0.09728122,-0.47590202,-0.14445657,0.76567364,-0.5847775,-0.48911572,-0.26273885,0.34695825,-0.03605637,0.18962064,0.1473944,-0.8326733,-0.64366794,0.72903585,0.04302992,-0.51844347,-0.21511522,-0.19305085,-0.109363616,-0.39599043,-0.37638983,-0.29843748,-0.18798323,-0.064048454,0.9126216
0.84000003,-0.22409739,0.53011984,0.33847728,-0.7663956,-0.030697137,0.09534891,-0.30324507,-0.4771541,-0.37799108,0.10496357,0.33713418,0.7815464,0.5431538,0.5036044,0.31426388,0.18425927,0.06612491,0.5894543,0.516159,-0.10931791,0.5416036,-0.45561498,-0.38975674,0.2545929,-0.54785955,0.29992202,-0.52316195,-0.044981442,0.37335253,0.21408005,-0.109956004,0.05901277,-0.6598164,0.20423579,-0.029337555,0.37748015,0.8732221,0.20448527,0.5176904,0.040376,-0.9662362,-0.03559524,-0.28993374,-0.13023269,0.44042006,0.29268363,0.5172275,0.37881452,0.21285859,-0.12199991,-0.09034854,-0.13424584,0.4568203,0.56843674,0.12130788,0.5832827,0.27526665,0.16418527,-0.031263575,-0.72512525,0.39182287,0.80593216,0.43505916,0.6077874,0.32645386,-0.09573206,-0.22596714,0.7064661,-0.23111954,-0.2912046,-0.0002753809,-0.2572711,0.31756923,-0.20345886,0.050758794,-0.09542054,-0.476687,-0.14370634,0.7712617,-0.5883587,-0.48782226,-0.26578823,0.34816062,-0.036473483,0.18963072,0.14780015,-0.8333405,-0.6436149,0.7262752,0.041353673,-0.5176439,-0.21438572,-0.19266415,-0.11045089,-0.39748508,-0.37662572,-0.29795662,-0.18721521,-0.06465617,0.9131448
0.85,-0.22417437,0.52865237,0.33893448,-0.76865894,-0.03215719,0.09702872,-0.3024606,-0.47996938,-0.3781552,0.10691954,0.33617422,0.78537464,0.5458969,0.50652707,0.31563267,0.18212715,0.070164874,0.59281886,0.5177605,-0.107162036,0.54712856,-0.46054,-0.3904971,0.2566952,-0.55070597,0.29877007,-0.5250585,-0.045721814,0.37159193,0.21513347,-0.11264756,0.059691787,-0.65932775,0.20847176,-0.030029215,0.374538,0.8739376,0.20513383,0.5178817,0.040374294,-0.96740866,-0.039622605,-0.29147422,-0.13123769,0.43923664,0.29428524,0.5187384,0.38070396,0.21227905,-0.12297911,-0.089538395,-0.13257091,0.45686084,0.5711967,0.12038919,0.5888696,0.27678478,0.16734852,-0.032478362,-0.72483915,0.38706416,0.8091246,0.4359884,0.6110424,0.3258399,-0.09553173,-0.22712348,0.70923346,-0.22893406,-0.29062906,-0.0005542189,-0.25777176,0.31794453,-0.20378985,0.048871353,-0.093369424,-0.47741908,-0.14318809,0.7765852,-0.5918215,-0.4862746,-0.26806054,0.34936297,-0.036890473,0.18964073,0.14820573,-0.83404136,-0.64348924,0.72347295,0.039581984,-0.51684475,-0.21365377,-0.19275312,-0.11099817,-0.39916775,-0.37700176,-0.2975052,-0.18652494,-0.065238535,0.91366804
0.86,-0.22416304,0.5272837,0.33939183,-0.77092224,-0.033439785,0.0982154,-0.301368,-0.48278445,-0.378252,0.10904573,0.33521414,0.78949755,0.5486306,0.5092269,0.31697756,0.18014547,0.07409165,0.5966464,0.5193981,-0.10472718,0.55187213,-0.46548682,-0.39100626,0.25839883,-0.553797,0.29764122,-0.52711356,-0.046729386,0.36993548,0.2161869,-0.11533947,0.060370684,-0.658906,0.21265978,-0.030523375,0.37099746,0.8746098,0.20571236,0.51816976,0.040130652,-0.9685814,-0.043720618,-0.29301432,-0.13298437,0.43805337,0.29580438,0.520182,0.3825347,0.21133164,-0.12395477,-0.08861759,-0.13089593,0.45671242,0.5739026,0.11936958,0.5944562,0.27803302,0.17048323,-0.033945493,-0.72455335,0.38261855,0.8119426,0.4369175,0.6142973,0.32523236,-0.09534828,-0.22778203,0.7120011,-0.2267484,-0.28998616,-0.0007983297,-0.25815955,0.31840476,-0.2033149,0.046853006,-0.09111014,-0.47835207,-0.14275834,0.78102815,-0.5952792,-0.48472688,-0.27017805,0.35023576,-0.036800534,0.18967018,0.14927998,-0.8352027,-0.6433532,0.7204647,0.037740827,-0.5161643,-0.21286196,-0.19299956,-0.11130665,-0.40087524,-0.3775781,-0.29701427,-0.18643576,-0.065766916,0.9141911
0.87,-0.22330528,0.52598894,0.33965203,-0.77334213,-0.03469211,0.09900622,-0.3002432,-0.4855996,-0.37828577,0.1106539,0.3342549,0.79385716,0.5513645,0.5118027,0.31809807,0.17816392,0.07839309,0.600688,0.52114,-0.10226038,0.55661535,-0.47087073,-0.39151552,0.26003307,-0.5568881,0.2965118,-0.5285521,-0.04779315,0.3682787,0.21724038,-0.11774884,0.061182037,-0.6585021,0.21693592,-0.030983225,0.3674566,0.8751273,0.20631485,0.5184274,0.03987448,-0.9696544,-0.04792887,-0.29453653,-0.1348603,0.4368712,0.2973304,0.5214577,0.3843006,0.21013835,-0.124899395,-0.087632805,-0.12922107,0.4564584,0.5765941,0.11866164,0.60004294,0.2790489,0.1735995,-0.035349995,-0.7245143,0.37854946,0.8145336,0.43784657,0.6174778,0.32462686,-0.095484555,-0.22818021,0.7150047,-0.224516,-0.28934303,-0.0008979216,-0.25854728,0.31886497,-0.20324337,0.044753738,-0.08901489,-0.47965202,-0.14232835,0.7854606,-0.5987368,-0.48315814,-0.27232614,0.35114735,-0.03653769,0.1895656,0.15062684,-0.83636415,-0.64338565,0.7174567,0.036462232,-0.51530516,-0.21202874,-0.19317232,-0.11132895,-0.402565,-0.3781547,-0.29652324,-0.18661074,-0.06629549,0.9147949
0.88,-0.22208026,0.524694,0.3398405,-0.7760849,-0.0367323,0.09977515,-0.29912305,-0.4883973,-0.37817672,0.1121098,0.33331496,0.7982168,0.55398816,0.51407826,0.31894052,0.17616692,0.08301249,0.60474104,0.52288204,-0.0997936,0.5613151,-0.47636932,-0.39202464,0.2616673,-0.55997914,0.29538256,-0.52995443,-0.048851185,0.3666222,0.21829377,-0.12004267,0.06178963,-0.6580982,0.22123748,-0.03144338,0.36392748,0.87498975,0.20691113,0.51868254,0.039613165,-0.9705199,-0.05213736,-0.29583934,-0.13687599,0.43579245,0.29905418,0.5227331,0.38606644,0.20886326,-0.12568715,-0.08664796,-0.12756418,0.45613748,0.5793969,0.11797768,0.6055902,0.2798624,0.17671587,-0.037264913,-0.72437465,0.37477207,0.817011,0.43877584,0.62032294,0.323959,-0.095606446,-0.22885878,0.71888685,-0.22227505,-0.28894487,-0.0009386912,-0.25893503,0.3194874,-0.20317197,0.04265432,-0.08701527,-0.48095536,-0.14205654,0.7895931,-0.60171485,-0.48151565,-0.27479595,0.35213926,-0.03612982,0.18923146,0.1521398,-0.8376353,-0.6434181,0.71444845,0.035386562,-0.5136341,-0.21095553,-0.19361843,-0.1111563,-0.40434375,-0.37873125,-0.2960322,-0.18720078,-0.06682411,0.9154849
0.89,-0.22182225,0.5233892,0.34042358,-0.77884203,-0.038865007,0.10011238,-0.29800278,-0.49062547,-0.37816918,0.11341968,0.33260494,0.80250007,0.55717236,0.5159383,0.31989935,0.17404246,0.0875339,0.6088971,0.52462393,-0.0972447,0.56598026,-0.4818852,-0.392534,0.26330185,-0.56307185,0.2942533,-0.5315813,-0.049905576,0.3649655,0.21934706,-0.12230344,0.06260452,-0.6576942,0.22608088,-0.03175415,0.36048377,0.87486863,0.2072281,0.51893747,0.039256632,-0.9713531,-0.05639063,-0.2972072,-0.13890725,0.43484572,0.30099595,0.5246878,0.38783216,0.2079022,-0.12647599,-0.08558628,-0.12579186,0.45581424,0.5824962,0.11729337,0.61106265,0.28053665,0.17968908,-0.039256208,-0.7242312,0.3709947,0.8196038,0.43970472,0.62316823,0.32325587,-0.09554365,-0.2300028,0.72194976,-0.22011751,-0.28861967,-0.00090975314,-0.25931007,0.32009894,-0.20310034,0.0405553,-0.08502069,-0.48224524,-0.14181763,0.7937254,-0.6037105,-0.47987315,-0.277415,0.3532271,-0.03560108,0.18889742,0.1536144,-0.83902156,-0.6434684,0.7115146,0.034309417,-0.51232135,-0.20990017,-0.19507508,-0.11089999,-0.4062779,-0.3793074,-0.29561764,-0.18776985,-0.06744692,0.9161744
0.9,-0.22224827,0.5219452,0.34097868,-0.7815992,-0.0412039,0.10054864,-0.29692703,-0.49231336,-0.37800685,0.11486816,0.33209458,0.80654556,0.5611718,0.5177181,0.32053825,0.17191625,0.092020534,0.6131006,0.5263659,-0.094677866,0.57017225,-0.48765883,-0.39304295,0.26493585,-0.5661702,0.29253888,-0.53354764,-0.051069736,0.36330885,0.2203738,-0.124777585,0.063898265,-0.6572902,0.23098294,-0.03196846,0.35767654,0.8749187,0.20787367,0.5191083,0.03817364,-0.9720394,-0.060799986,-0.29898983,-0.14099333,0.43387058,0.30293748,0.52682483,0.38987675,0.20690805,-0.12726781,-0.084376514,-0.124158114,0.4554026,0.58559555,0.116609484,0.61651075,0.28121227,0.1822427,-0.041247495,-0.724179,0.3672172,0.82234144,0.44042227,0.62601364,0.32234812,-0.095480904,-0.23113813,0.72493666,-0.21801588,-0.2882943,-0.00087584555,-0.2596218,0.32071012,-0.20291562,0.038359225,-0.08362332,-0.48365045,-0.14167245,0.79785776,-0.6057058,-0.4783193,-0.28003415,0.35448176,-0.03506848,0.18856367,0.1550653,-0.8403635,-0.6435405,0.7088635,0.033223897,-0.5110086,-0.20885015,-0.19602612,-0.110643506,-0.4082845,-0.37988383,-0.2952184,-0.18823661,-0.06763512,0.9168643
0.90999997,-0.22277603,0.520501,0.3414508,-0.7843557,-0.043546803,0.10098705,-0.29597402,-0.49396107,-0.3779822,0.11631657,0.33180377,0.81036866,0.56461173,0.519498,0.32084188,0.16997027,0.09700422,0.6174119,0.5277276,-0.092115596,0.5738529,-0.49355328,-0.39355293,0.2665698,-0.5693679,0.29081434,-0.53545696,-0.05245716,0.36191332,0.22144984,-0.12763299,0.065189004,-0.6568862,0.23587869,-0.032182664,0.35491687,0.8750094,0.20858464,0.51918817,0.037476055,-0.9726144,-0.06498423,-0.30054075,-0.14320189,0.43285888,0.30492714,0.5286204,0.39215553,0.20590656,-0.12744427,-0.08353636,-0.12246032,0.45492953,0.5886947,0.11592533,0.6219671,0.28188822,0.18479615,-0.04319579,-0.72412694,0.36343986,0.825076,0.44091803,0.62885153,0.32184193,-0.09541805,-0.23227341,0.72785443,-0.21591417,-0.2879689,-0.0008408837,-0.2597311,0.32110274,-0.20233443,0.035963185,-0.08263245,-0.48529592,-0.14159438,0.80199015,-0.60762906,-0.4767422,-0.28269002,0.3556573,-0.03453574,0.1882295,0.15662065,-0.8415077,-0.6435967,0.7062119,0.03225258,-0.5097641,-0.20860445,-0.19596088,-0.110466905,-0.41029125,-0.3804602,-0.29482418,-0.18863346,-0.06811574,0.91755414
0.92,-0.22346473,0.51905704,0.3419229,-0.78700495,-0.04588397,0.10142524,-0.29502112,-0.49560887,-0.37785262,0.11776507,0.33169106,0.8141917,0.5679639,0.521278,0.32114556,0.16841629,0.102087334,0.62172306,0.52855396,-0.08957239,0.57750607,-0.4998219,-0.39371628,0.26810056,-0.5727184,0.2895924,-0.5370566,-0.053873107,0.36142164,0.22243294,-0.13045105,0.06666008,-0.6560503,0.24089998,-0.03239703,0.35223544,0.8752266,0.20955716,0.5192677,0.0367842,-0.97403026,-0.06860699,-0.30187583,-0.1456177,0.43184704,0.30722284,0.5302642,0.3946815,0.20492104,-0.12759955,-0.08302522,-0.120720744,0.4545681,0.59179413,0.1151498,0.6274239,0.28249788,0.18735705,-0.04548385,-0.7241048,0.35966253,0.82777154,0.4414137,0.63156736,0.3213357,-0.095625445,-0.23422432,0.73072875,-0.2138125,-0.28783014,-0.0009641722,-0.25957724,0.32136458,-0.20171027,0.03350389,-0.08168697,-0.4875622,-0.14151636,0.8061223,-0.6097613,-0.47441018,-0.28537515,0.35665512,-0.034110855,0.18789545,0.15878783,-0.8424318,-0.6437125,0.7033218,0.031375438,-0.5085287,-0.20910546,-0.19604796,-0.11037145,-0.41199932,-0.38106024,-0.2944607,-0.18938985,-0.06861766,0.918257
0.93,-0.22449398,0.5176129,0.34239495,-0.7896309,-0.048220932,0.10186359,-0.29406726,-0.49697965,-0.37787277,0.11934078,0.3309471,0.8180146,0.5714851,0.5234487,0.32132098,0.16685402,0.107332654,0.62608236,0.52930963,-0.08702938,0.5809665,-0.5065367,-0.39389843,0.2695824,-0.57587254,0.28840476,-0.53911406,-0.055489734,0.36139587,0.22351174,-0.13326451,0.068344116,-0.65484,0.24592154,-0.03230077,0.3496406,0.87564373,0.21112143,0.5193778,0.036230303,-0.9755013,-0.07197693,-0.30320188,-0.14806509,0.43083543,0.3094835,0.5319083,0.39722735,0.20393577,-0.12775472,-0.08259073,-0.118981406,0.45428014,0.59481984,0.11502465,0.6328802,0.28277725,0.18992606,-0.047702596,-0.72405785,0.35564983,0.83046675,0.44190943,0.6342828,0.32082945,-0.0959066,-0.23629233,0.73383623,-0.21157664,-0.2877381,-0.0012029484,-0.25942338,0.32162637,-0.20108595,0.031182088,-0.080861956,-0.48987526,-0.14143828,0.81025493,-0.6118934,-0.47208852,-0.28805918,0.35740408,-0.033583235,0.18747056,0.16136143,-0.84335554,-0.6439419,0.7004161,0.030468076,-0.50729346,-0.20975268,-0.19646722,-0.11018053,-0.4136931,-0.38174576,-0.29504338,-0.19064376,-0.06945625,0.91842294
0.94,-0.2263669,0.51616883,0.34286702,-0.7922567,-0.050557986,0.10207625,-0.29326582,-0.49831226,-0.3778934,0.1209379,0.33018437,0.8218492,0.5752632,0.52565706,0.32141286,0.1647633,0.11302333,0.63058394,0.53006506,-0.08444037,0.5841095,-0.5132661,-0.39440468,0.2710788,-0.5788635,0.28780246,-0.5411985,-0.05678636,0.3609342,0.22481582,-0.13607812,0.07000914,-0.65358233,0.2509162,-0.03209375,0.34713387,0.87606096,0.2128461,0.519856,0.035771877,-0.9769728,-0.07542685,-0.30447656,-0.15051305,0.42982367,0.31174433,0.5335522,0.39916617,0.20289919,-0.1279099,-0.08215618,-0.11737874,0.45456773,0.5978424,0.11564068,0.63833654,0.28334558,0.19249487,-0.049840763,-0.72401017,0.35161918,0.8327948,0.44230694,0.6372647,0.3203231,-0.09616913,-0.23813446,0.7369782,-0.20929635,-0.28764632,-0.0017773062,-0.25926965,0.32188815,-0.20004605,0.029287696,-0.08004534,-0.49218827,-0.14136028,0.8143873,-0.61402565,-0.46979922,-0.29073367,0.35815328,-0.033510096,0.18695164,0.16494355,-0.8443072,-0.6441709,0.6976961,0.029311314,-0.506058,-0.21046025,-0.19686599,-0.10996644,-0.4153869,-0.38266537,-0.29582375,-0.19194849,-0.070294976,0.91854393
0.95,-0.2282579,0.5143604,0.34334126,-0.79488266,-0.05289504,0.102269135,-0.2935595,-0.4997046,-0.37814838,0.122525506,0.32942167,0.8254535,0.57904124,0.5275625,0.32147878,0.1624473,0.11888045,0.6351053,0.53082085,-0.0817844,0.5868963,-0.5199958,-0.39471555,0.27255553,-0.5821979,0.28727075,-0.543283,-0.058039777,0.36076182,0.226855,-0.138962,0.07106003,-0.65233326,0.25618178,-0.031837724,0.3447522,0.8763608,0.2145706,0.5204925,0.03530764,-0.978443,-0.07894848,-0.30546325,-0.15295318,0.4288118,0.31400508,0.5352128,0.40109333,0.20196582,-0.12806505,-0.08155319,-0.1163788,0.4549108,0.60086465,0.11625681,0.6437931,0.28393364,0.19506387,-0.052044958,-0.7239532,0.34758854,0.8348038,0.4426823,0.64046705,0.31981698,-0.09643163,-0.23981558,0.74015206,-0.20697811,-0.28756168,-0.0033663213,-0.25911593,0.32215005,-0.19899616,0.02777642,-0.07967001,-0.4945014,-0.14128196,0.8185196,-0.61615795,-0.46750987,-0.29330188,0.3589023,-0.033740297,0.18658736,0.16864936,-0.8452797,-0.64440006,0.6951282,0.028917879,-0.5043824,-0.21109691,-0.19754373,-0.10975221,-0.41700816,-0.38373455,-0.29660398,-0.19325326,-0.0711336,0.91876256
